Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
70533,00;1021,18;400,60;226,52;1,77;0,82;71786,00;299,68;0,80;0,98;0,85;0,75;0,01;0,00;0,56;0,99;CALI
70550,00;1019,27;395,13;229,50;1,72;0,81;71937,00;299,71;0,74;0,98;0,85;0,76;0,01;0,00;0,58;0,99;CALI
70555,00;1022,10;399,40;229,23;1,74;0,82;72235,00;299,72;0,78;0,98;0,85;0,75;0,01;0,00;0,56;0,98;CALI
70563,00;998,45;386,32;233,88;1,65;0,80;71406,00;299,74;0,75;0,99;0,89;0,78;0,01;0,00;0,60;0,99;CALI
70563,00;1014,22;393,48;229,37;1,72;0,81;71437,00;299,74;0,72;0,99;0,86;0,76;0,01;0,00;0,58;1,00;CALI
70583,00;1033,05;403,11;224,28;1,80;0,83;71255,00;299,78;0,77;0,99;0,83;0,74;0,01;0,00;0,55;0,99;CALI
70586,00;1012,85;382,02;236,53;1,62;0,79;71626,00;299,79;0,74;0,99;0,86;0,78;0,01;0,00;0,62;0,99;CALI
70612,00;1016,70;398,36;228,07;1,75;0,82;71873,00;299,84;0,78;0,98;0,86;0,75;0,01;0,00;0,57;0,99;CALI
70626,00;995,28;375,06;241,01;1,56;0,77;71282,00;299,87;0,74;0,99;0,90;0,80;0,01;0,00;0,64;0,99;CALI
70644,00;1035,23;389,68;236,32;1,65;0,80;72782,00;299,91;0,70;0,97;0,83;0,77;0,01;0,00;0,59;0,98;CALI
70646,00;1013,02;393,20;229,40;1,71;0,81;71261,00;299,92;0,77;0,99;0,87;0,76;0,01;0,00;0,58;1,00;CALI
70683,00;1020,25;388,55;232,80;1,67;0,80;71378,00;299,99;0,79;0,99;0,85;0,77;0,01;0,00;0,60;0,99;CALI
70686,00;1048,18;401,90;227,54;1,77;0,82;72526,00;300,00;0,72;0,97;0,81;0,75;0,01;0,00;0,56;0,98;CALI
70722,00;1029,56;400,56;226,23;1,77;0,83;71420,00;300,08;0,69;0,99;0,84;0,75;0,01;0,00;0,56;0,99;CALI
70724,00;1029,75;394,00;229,95;1,71;0,81;71394,00;300,08;0,74;0,99;0,84;0,76;0,01;0,00;0,58;0,99;CALI
70731,00;1017,53;396,37;228,46;1,73;0,82;71452,00;300,10;0,78;0,99;0,86;0,76;0,01;0,00;0,57;0,99;CALI
70731,00;1016,07;381,87;238,38;1,60;0,78;72273,00;300,10;0,82;0,98;0,86;0,79;0,01;0,00;0,62;0,99;CALI
70754,00;1027,57;409,37;221,47;1,85;0,84;71552,00;300,14;0,80;0,99;0,84;0,73;0,01;0,00;0,54;0,99;CALI
70778,00;1058,99;407,24;226,13;1,80;0,83;73027,00;300,20;0,79;0,97;0,79;0,74;0,01;0,00;0,54;0,98;CALI
70780,00;1041,78;406,86;225,10;1,81;0,83;72535,00;300,20;0,75;0,98;0,82;0,74;0,01;0,00;0,54;0,98;CALI
70827,00;1018,24;387,58;236,27;1,64;0,79;72309,00;300,30;0,70;0,98;0,86;0,77;0,01;0,00;0,60;0,98;CALI
70870,00;1024,46;409,47;222,71;1,84;0,84;71660,00;300,39;0,68;0,99;0,85;0,73;0,01;0,00;0,54;0,99;CALI
70873,00;1041,88;406,91;225,26;1,81;0,83;72616,00;300,40;0,70;0,98;0,82;0,74;0,01;0,00;0,54;0,98;CALI
70888,00;1006,98;384,95;236,53;1,63;0,79;72031,00;300,43;0,71;0,98;0,88;0,78;0,01;0,00;0,61;0,99;CALI
70908,00;1018,39;401,16;226,73;1,77;0,82;71865,00;300,47;0,80;0,99;0,86;0,75;0,01;0,00;0,56;0,99;CALI
70912,00;1012,14;371,72;244,68;1,52;0,75;71891,00;300,48;0,76;0,99;0,87;0,81;0,01;0,00;0,65;0,99;CALI
70938,00;1026,91;403,31;226,25;1,78;0,83;72261,00;300,53;0,79;0,98;0,85;0,75;0,01;0,00;0,56;0,99;CALI
70938,00;1032,17;405,47;225,06;1,80;0,83;71739,00;300,53;0,79;0,99;0,84;0,74;0,01;0,00;0,55;0,99;CALI
70943,00;1038,44;399,68;228,32;1,75;0,82;72323,00;300,55;0,78;0,98;0,83;0,75;0,01;0,00;0,57;0,99;CALI
70949,00;1003,93;390,18;232,75;1,68;0,80;71510,00;300,56;0,82;0,99;0,88;0,77;0,01;0,00;0,59;0,99;CALI
70954,00;1014,50;382,21;239,63;1,60;0,78;72407,00;300,57;0,74;0,98;0,87;0,79;0,01;0,00;0,62;0,99;CALI
70955,00;1040,91;411,22;221,46;1,86;0,84;71860,00;300,57;0,80;0,99;0,82;0,73;0,01;0,00;0,53;0,99;CALI
70964,00;1040,98;404,49;225,94;1,79;0,83;72287,00;300,59;0,70;0,98;0,82;0,74;0,01;0,00;0,55;0,99;CALI
70966,00;1032,73;386,49;237,09;1,63;0,79;72555,00;300,59;0,69;0,98;0,84;0,78;0,01;0,00;0,60;0,99;CALI
70983,00;1026,81;391,91;231,70;1,69;0,81;71829,00;300,63;0,76;0,99;0,85;0,77;0,01;0,00;0,59;1,00;CALI
71000,00;1034,76;396,30;230,74;1,72;0,81;72736,00;300,67;0,75;0,98;0,83;0,76;0,01;0,00;0,58;0,99;CALI
71014,00;1012,16;401,81;226,78;1,77;0,83;71424,00;300,70;0,67;0,99;0,87;0,75;0,01;0,00;0,56;0,99;CALI
71019,00;1024,24;389,90;233,80;1,67;0,80;72064,00;300,71;0,77;0,99;0,85;0,77;0,01;0,00;0,59;0,99;CALI
71041,00;1004,68;385,04;236,61;1,63;0,79;71806,00;300,75;0,78;0,99;0,88;0,78;0,01;0,00;0,61;0,99;CALI
71048,00;1038,98;396,11;232,83;1,70;0,81;73199,00;300,77;0,81;0,97;0,83;0,76;0,01;0,00;0,58;0,98;CALI
71054,00;1020,76;404,55;225,71;1,79;0,83;71910,00;300,78;0,79;0,99;0,86;0,74;0,01;0,00;0,55;0,99;CALI
71054,00;1038,91;399,29;231,62;1,72;0,81;73328,00;300,78;0,78;0,97;0,83;0,75;0,01;0,00;0,57;0,98;CALI
71092,00;1025,40;397,07;230,50;1,72;0,81;72226,00;300,86;0,72;0,98;0,85;0,76;0,01;0,00;0,57;0,99;CALI
71126,00;1037,58;403,79;225,48;1,79;0,83;71831,00;300,93;0,74;0,99;0,83;0,75;0,01;0,00;0,56;0,99;CALI
71128,00;1041,84;397,15;232,59;1,71;0,81;73413,00;300,94;0,71;0,97;0,82;0,76;0,01;0,00;0,57;0,98;CALI
71156,00;1023,32;388,47;234,14;1,66;0,80;71773,00;301,00;0,78;0,99;0,85;0,77;0,01;0,00;0,60;1,00;CALI
71161,00;1037,08;407,76;223,72;1,82;0,84;72221,00;301,01;0,78;0,99;0,83;0,74;0,01;0,00;0,54;0,99;CALI
71167,00;1037,12;407,98;223,57;1,82;0,84;71982,00;301,02;0,69;0,99;0,83;0,74;0,01;0,00;0,54;0,99;CALI
71176,00;1008,89;386,90;236,93;1,63;0,79;72118,00;301,04;0,82;0,99;0,88;0,78;0,01;0,00;0,61;0,99;CALI
71184,00;1061,63;419,15;218,26;1,92;0,85;72140,00;301,06;0,80;0,99;0,79;0,72;0,01;0,00;0,52;0,99;CALI
71194,00;1045,40;402,70;228,82;1,76;0,82;72636,00;301,08;0,81;0,98;0,82;0,75;0,01;0,00;0,56;0,98;CALI
71197,00;1042,33;408,85;223,40;1,83;0,84;72056,00;301,08;0,72;0,99;0,82;0,74;0,01;0,00;0,54;0,99;CALI
71208,00;1024,26;397,99;229,72;1,73;0,82;72235,00;301,11;0,75;0,99;0,85;0,76;0,01;0,00;0,57;0,99;CALI
71241,00;1036,16;394,03;231,45;1,70;0,81;72309,00;301,18;0,76;0,99;0,83;0,76;0,01;0,00;0,58;0,99;CALI
71249,00;1039,67;400,06;228,22;1,75;0,82;72111,00;301,19;0,81;0,99;0,83;0,75;0,01;0,00;0,57;0,99;CALI
71251,00;1004,75;382,61;238,24;1,61;0,78;71954,00;301,20;0,76;0,99;0,89;0,79;0,01;0,00;0,62;1,00;CALI
71259,00;1009,90;377,49;240,60;1,57;0,77;71833,00;301,21;0,72;0,99;0,88;0,80;0,01;0,00;0,64;1,00;CALI
71260,00;1012,89;396,71;229,34;1,73;0,82;71901,00;301,22;0,78;0,99;0,87;0,76;0,01;0,00;0,58;1,00;CALI
71260,00;1017,17;386,78;236,45;1,64;0,79;72469,00;301,22;0,80;0,98;0,87;0,78;0,01;0,00;0,61;0,99;CALI
71262,00;1014,35;384,59;238,02;1,62;0,79;71891,00;301,22;0,74;0,99;0,87;0,78;0,01;0,00;0,61;0,99;CALI
71272,00;1020,32;400,38;228,46;1,75;0,82;72196,00;301,24;0,75;0,99;0,86;0,75;0,01;0,00;0,57;0,99;CALI
71275,00;1020,73;398,32;229,52;1,74;0,82;72017,00;301,25;0,78;0,99;0,86;0,76;0,01;0,00;0,57;0,99;CALI
71279,00;1047,03;418,59;218,72;1,91;0,85;72060,00;301,26;0,77;0,99;0,82;0,72;0,01;0,00;0,52;0,99;CALI
71282,00;1025,67;399,78;230,89;1,73;0,82;71685,00;301,26;0,83;0,99;0,85;0,75;0,01;0,00;0,57;0,98;CALI
71312,00;1049,15;411,03;222,23;1,85;0,84;71982,00;301,33;0,78;0,99;0,81;0,73;0,01;0,00;0,54;0,99;CALI
71372,00;1020,27;400,44;230,54;1,74;0,82;72734,00;301,45;0,77;0,98;0,86;0,75;0,01;0,00;0,57;0,98;CALI
71383,00;1017,40;384,46;239,04;1,61;0,78;72502,00;301,48;0,74;0,98;0,87;0,78;0,01;0,00;0,61;0,99;CALI
71393,00;1015,98;393,43;234,45;1,68;0,80;72973,00;301,50;0,78;0,98;0,87;0,77;0,01;0,00;0,59;0,99;CALI
71424,00;1006,91;394,29;232,21;1,70;0,81;72340,00;301,56;0,79;0,99;0,89;0,76;0,01;0,00;0,58;0,99;CALI
71433,00;1030,85;413,68;221,79;1,87;0,84;72292,00;301,58;0,68;0,99;0,84;0,73;0,01;0,00;0,53;0,99;CALI
71433,00;1014,51;396,14;231,90;1,71;0,81;72296,00;301,58;0,74;0,99;0,87;0,76;0,01;0,00;0,58;0,99;CALI
71467,00;1046,22;397,87;232,02;1,71;0,81;73216,00;301,65;0,77;0,98;0,82;0,76;0,01;0,00;0,57;0,99;CALI
71468,00;1024,86;405,71;226,23;1,79;0,83;72169,00;301,66;0,79;0,99;0,86;0,74;0,01;0,00;0,55;0,99;CALI
71492,00;1045,69;403,92;228,26;1,77;0,83;73300,00;301,71;0,74;0,98;0,82;0,75;0,01;0,00;0,56;0,99;CALI
71534,00;1016,28;393,79;232,85;1,69;0,81;72173,00;301,79;0,75;0,99;0,87;0,77;0,01;0,00;0,59;0,99;CALI
71538,00;1047,25;413,05;223,86;1,85;0,84;73301,00;301,80;0,79;0,98;0,82;0,73;0,01;0,00;0,53;0,99;CALI
71540,00;1034,46;401,28;231,44;1,73;0,82;72721,00;301,81;0,82;0,98;0,84;0,75;0,01;0,00;0,57;0,98;CALI
71540,00;1024,67;404,25;228,24;1,77;0,83;73026,00;301,81;0,81;0,98;0,86;0,75;0,01;0,00;0,56;0,99;CALI
71544,00;1034,65;407,01;226,13;1,80;0,83;72741,00;301,82;0,79;0,98;0,84;0,74;0,01;0,00;0,55;0,99;CALI
71598,00;1026,52;391,95;236,08;1,66;0,80;72930,00;301,93;0,78;0,98;0,85;0,77;0,01;0,00;0,59;0,99;CALI
71641,00;1019,09;386,19;238,03;1,62;0,79;72827,00;302,02;0,77;0,98;0,87;0,78;0,01;0,00;0,61;0,99;CALI
71648,00;1031,65;402,75;229,12;1,76;0,82;73209,00;302,03;0,71;0,98;0,85;0,75;0,01;0,00;0,56;0,99;CALI
71658,00;1057,00;417,30;221,01;1,89;0,85;72678,00;302,06;0,74;0,99;0,81;0,72;0,01;0,00;0,52;0,99;CALI
71678,00;1054,53;422,65;218,71;1,93;0,86;73261,00;302,10;0,63;0,98;0,81;0,71;0,01;0,00;0,51;0,99;CALI
71681,00;1029,33;392,02;233,21;1,68;0,80;72318,00;302,10;0,78;0,99;0,85;0,77;0,01;0,00;0,59;1,00;CALI
71693,00;1025,39;389,38;235,52;1,65;0,80;72353,00;302,13;0,80;0,99;0,86;0,78;0,01;0,00;0,60;1,00;CALI
71703,00;1049,13;406,87;227,26;1,79;0,83;73498,00;302,15;0,80;0,98;0,82;0,74;0,01;0,00;0,55;0,99;CALI
71720,00;1034,70;409,37;228,20;1,79;0,83;73283,00;302,19;0,76;0,98;0,84;0,74;0,01;0,00;0,54;0,98;CALI
71764,00;1021,43;396,29;232,03;1,71;0,81;72598,00;302,28;0,71;0,99;0,86;0,76;0,01;0,00;0,58;0,99;CALI
71778,00;1026,73;400,30;231,30;1,73;0,82;73394,00;302,31;0,78;0,98;0,86;0,76;0,01;0,00;0,57;0,99;CALI
71782,00;1024,02;401,45;230,80;1,74;0,82;73091,00;302,32;0,75;0,98;0,86;0,75;0,01;0,00;0,57;0,99;CALI
71786,00;1035,26;398,27;231,98;1,72;0,81;72984,00;302,33;0,79;0,98;0,84;0,76;0,01;0,00;0,58;0,99;CALI
71795,00;1062,44;425,88;215,52;1,98;0,86;72633,00;302,34;0,74;0,99;0,80;0,71;0,01;0,00;0,50;1,00;CALI
71810,00;1055,74;385,05;246,38;1,56;0,77;75224,00;302,38;0,73;0,95;0,81;0,79;0,01;0,00;0,62;0,96;CALI
71826,00;1033,62;399,28;230,56;1,73;0,82;72664,00;302,41;0,74;0,99;0,84;0,76;0,01;0,00;0,57;0,99;CALI
71843,00;1033,78;397,49;232,68;1,71;0,81;72647,00;302,45;0,80;0,99;0,84;0,76;0,01;0,00;0,58;0,99;CALI
71851,00;1030,08;394,06;234,51;1,68;0,80;72991,00;302,46;0,76;0,98;0,85;0,77;0,01;0,00;0,59;0,99;CALI
71853,00;1046,04;402,67;229,78;1,75;0,82;73226,00;302,47;0,78;0,98;0,83;0,75;0,01;0,00;0,56;0,99;CALI
71858,00;1035,64;407,28;227,60;1,79;0,83;73133,00;302,48;0,77;0,98;0,84;0,74;0,01;0,00;0,55;0,99;CALI
71879,00;1021,14;396,55;233,73;1,70;0,81;72910,00;302,52;0,78;0,99;0,87;0,76;0,01;0,00;0,58;0,99;CALI
71882,00;1040,31;408,82;226,34;1,81;0,83;73208,00;302,53;0,72;0,98;0,83;0,74;0,01;0,00;0,55;0,99;CALI
71888,00;1066,12;420,64;218,68;1,92;0,85;72578,00;302,54;0,81;0,99;0,79;0,72;0,01;0,00;0,52;1,00;CALI
71929,00;1036,97;392,33;234,91;1,67;0,80;73002,00;302,63;0,70;0,99;0,84;0,77;0,01;0,00;0,60;0,99;CALI
71942,00;1028,17;398,73;231,23;1,72;0,81;72861,00;302,65;0,72;0,99;0,86;0,76;0,01;0,00;0,58;0,99;CALI
71943,00;1040,51;392,53;235,73;1,67;0,80;73246,00;302,66;0,67;0,98;0,84;0,77;0,01;0,00;0,59;0,99;CALI
71965,00;1034,19;408,77;226,09;1,81;0,83;72960,00;302,70;0,73;0,99;0,85;0,74;0,01;0,00;0,55;0,99;CALI
71966,00;1043,71;407,18;226,72;1,80;0,83;72765,00;302,70;0,81;0,99;0,83;0,74;0,01;0,00;0,55;0,99;CALI
71968,00;1016,09;387,09;238,23;1,62;0,79;72580,00;302,71;0,83;0,99;0,88;0,78;0,01;0,00;0,61;0,99;CALI
71970,00;1040,99;390,97;236,05;1,66;0,80;73124,00;302,71;0,78;0,98;0,83;0,77;0,01;0,00;0,60;0,99;CALI
71977,00;1034,82;398,28;231,40;1,72;0,81;72900,00;302,73;0,79;0,99;0,84;0,76;0,01;0,00;0,58;0,99;CALI
71997,00;1035,85;398,06;233,53;1,70;0,81;73870,00;302,77;0,69;0,97;0,84;0,76;0,01;0,00;0,58;0,99;CALI
72004,00;1043,65;403,21;230,01;1,75;0,82;73591,00;302,78;0,70;0,98;0,83;0,75;0,01;0,00;0,56;0,99;CALI
72026,00;1022,02;388,78;238,99;1,63;0,79;73768,00;302,83;0,75;0,98;0,87;0,78;0,01;0,00;0,61;0,99;CALI
72035,00;1049,22;407,56;227,20;1,79;0,83;73039,00;302,85;0,69;0,99;0,82;0,74;0,01;0,00;0,55;0,99;CALI
72036,00;1058,43;417,12;220,95;1,89;0,85;72767,00;302,85;0,79;0,99;0,81;0,73;0,01;0,00;0,53;1,00;CALI
72058,00;1035,94;397,72;233,41;1,70;0,81;73724,00;302,90;0,76;0,98;0,84;0,76;0,01;0,00;0,58;0,99;CALI
72060,00;1013,66;400,00;230,52;1,74;0,82;72541,00;302,90;0,69;0,99;0,88;0,76;0,01;0,00;0,57;1,00;CALI
72067,00;1021,30;398,38;231,58;1,72;0,81;72949,00;302,92;0,71;0,99;0,87;0,76;0,01;0,00;0,58;0,99;CALI
72077,00;1063,40;414,83;224,71;1,85;0,84;73996,00;302,94;0,76;0,97;0,80;0,73;0,01;0,00;0,53;0,98;CALI
72082,00;1024,34;392,07;235,66;1,66;0,80;72907,00;302,95;0,80;0,99;0,86;0,77;0,01;0,00;0,60;0,99;CALI
72094,00;1020,53;398,48;233,36;1,71;0,81;73283,00;302,97;0,78;0,98;0,87;0,76;0,01;0,00;0,58;0,99;CALI
72095,00;1027,92;384,57;241,65;1,59;0,78;73760,00;302,98;0,77;0,98;0,86;0,79;0,01;0,00;0,62;0,99;CALI
72106,00;1055,70;414,83;224,06;1,85;0,84;73111,00;303,00;0,81;0,99;0,81;0,73;0,01;0,00;0,53;0,99;CALI
72106,00;1031,09;401,45;231,01;1,74;0,82;73362,00;303,00;0,72;0,98;0,85;0,75;0,01;0,00;0,57;0,99;CALI
72114,00;1045,82;420,26;221,44;1,90;0,85;73362,00;303,02;0,81;0,98;0,83;0,72;0,01;0,00;0,52;0,99;CALI
72142,00;1049,22;412,03;224,87;1,83;0,84;72865,00;303,07;0,81;0,99;0,82;0,74;0,01;0,00;0,54;0,99;CALI
72182,00;1024,35;393,58;233,90;1,68;0,80;72828,00;303,16;0,80;0,99;0,86;0,77;0,01;0,00;0,59;1,00;CALI
72205,00;1061,35;414,14;223,99;1,85;0,84;73083,00;303,21;0,71;0,99;0,81;0,73;0,01;0,00;0,54;0,99;CALI
72214,00;1065,47;432,43;215,35;2,01;0,87;73763,00;303,23;0,80;0,98;0,80;0,70;0,01;0,00;0,49;0,99;CALI
72249,00;1022,96;390,62;236,55;1,65;0,80;73146,00;303,30;0,76;0,99;0,87;0,78;0,01;0,00;0,60;1,00;CALI
72313,00;1010,40;383,70;241,32;1,59;0,78;73001,00;303,43;0,76;0,99;0,89;0,79;0,01;0,00;0,63;0,99;CALI
72318,00;1038,35;399,28;232,70;1,72;0,81;73244,00;303,44;0,75;0,99;0,84;0,76;0,01;0,00;0,58;0,99;CALI
72336,00;1040,41;403,37;232,29;1,74;0,82;73801,00;303,48;0,75;0,98;0,84;0,75;0,01;0,00;0,57;0,98;CALI
72372,00;1056,51;412,96;225,84;1,83;0,84;73044,00;303,56;0,79;0,99;0,81;0,74;0,01;0,00;0,54;0,99;CALI
72394,00;1019,02;391,54;237,29;1,65;0,80;73141,00;303,60;0,81;0,99;0,88;0,78;0,01;0,00;0,60;0,99;CALI
72404,00;1074,95;424,66;220,87;1,92;0,85;74367,00;303,62;0,76;0,97;0,79;0,71;0,01;0,00;0,51;0,98;CALI
72431,00;1010,00;378,89;244,54;1,55;0,76;73434,00;303,68;0,78;0,99;0,89;0,80;0,01;0,00;0,64;1,00;CALI
72464,00;1020,12;385,25;241,98;1,59;0,78;73680,00;303,75;0,80;0,98;0,88;0,79;0,01;0,00;0,62;0,99;CALI
72465,00;1027,44;398,70;233,04;1,71;0,81;73476,00;303,75;0,82;0,99;0,86;0,76;0,01;0,00;0,58;0,99;CALI
72477,00;1038,60;388,03;240,70;1,61;0,78;73544,00;303,78;0,81;0,99;0,84;0,78;0,01;0,00;0,61;0,99;CALI
72483,00;1022,61;402,46;231,30;1,74;0,82;73363,00;303,79;0,79;0,99;0,87;0,75;0,01;0,00;0,57;0,99;CALI
72490,00;1057,57;414,97;226,72;1,83;0,84;74676,00;303,80;0,79;0,97;0,81;0,73;0,01;0,00;0,54;0,98;CALI
72492,00;1053,12;411,52;227,00;1,81;0,83;74242,00;303,81;0,74;0,98;0,82;0,74;0,01;0,00;0,55;0,99;CALI
72503,00;1048,87;409,75;229,48;1,79;0,83;74347,00;303,83;0,70;0,98;0,83;0,74;0,01;0,00;0,55;0,98;CALI
72530,00;1015,95;388,03;240,48;1,61;0,78;73747,00;303,89;0,78;0,98;0,88;0,78;0,01;0,00;0,61;0,99;CALI
72532,00;1045,03;402,99;236,20;1,71;0,81;75220,00;303,89;0,77;0,96;0,83;0,75;0,01;0,00;0,57;0,97;CALI
72543,00;1046,54;402,49;231,93;1,74;0,82;73687,00;303,92;0,75;0,98;0,83;0,76;0,01;0,00;0,57;0,99;CALI
72546,00;1026,06;378,84;246,11;1,54;0,76;73752,00;303,92;0,78;0,98;0,87;0,80;0,01;0,00;0,64;0,99;CALI
72553,00;1029,99;389,25;239,35;1,63;0,79;73700,00;303,94;0,78;0,98;0,86;0,78;0,01;0,00;0,61;0,99;CALI
72561,00;1056,87;427,22;217,62;1,96;0,86;73203,00;303,95;0,80;0,99;0,82;0,71;0,01;0,00;0,51;0,99;CALI
72568,00;1033,05;402,00;232,23;1,73;0,82;73798,00;303,97;0,77;0,98;0,85;0,76;0,01;0,00;0,57;0,99;CALI
72575,00;1045,60;412,25;226,37;1,82;0,84;73615,00;303,98;0,78;0,99;0,83;0,74;0,01;0,00;0,54;0,99;CALI
72581,00;1058,63;406,68;231,09;1,76;0,82;74418,00;304,00;0,70;0,98;0,81;0,75;0,01;0,00;0,56;0,98;CALI
72601,00;1047,14;415,43;225,38;1,84;0,84;73896,00;304,04;0,69;0,98;0,83;0,73;0,01;0,00;0,54;0,99;CALI
72611,00;1084,36;421,76;221,21;1,91;0,85;73817,00;304,06;0,68;0,98;0,78;0,72;0,01;0,00;0,52;0,99;CALI
72624,00;1060,24;425,20;218,80;1,94;0,86;73654,00;304,09;0,78;0,99;0,81;0,72;0,01;0,00;0,51;0,99;CALI
72651,00;1020,57;395,61;236,59;1,67;0,80;73917,00;304,14;0,73;0,98;0,88;0,77;0,01;0,00;0,59;0,99;CALI
72697,00;1015,82;391,42;239,17;1,64;0,79;73964,00;304,24;0,79;0,98;0,89;0,78;0,01;0,00;0,60;0,99;CALI
72707,00;1017,47;385,57;241,54;1,60;0,78;73595,00;304,26;0,72;0,99;0,88;0,79;0,01;0,00;0,62;0,99;CALI
72709,00;1068,91;418,95;222,06;1,89;0,85;73572,00;304,26;0,78;0,99;0,80;0,73;0,01;0,00;0,53;1,00;CALI
72714,00;1034,73;405,84;230,14;1,76;0,82;73432,00;304,27;0,79;0,99;0,85;0,75;0,01;0,00;0,56;0,99;CALI
72716,00;1030,71;408,91;229,88;1,78;0,83;74014,00;304,28;0,81;0,98;0,86;0,74;0,01;0,00;0,55;0,98;CALI
72725,00;1017,95;399,72;232,62;1,72;0,81;73168,00;304,30;0,75;0,99;0,88;0,76;0,01;0,00;0,58;1,00;CALI
72735,00;1045,50;391,91;238,19;1,65;0,79;73966,00;304,32;0,72;0,98;0,84;0,78;0,01;0,00;0,60;0,99;CALI
72742,00;1050,39;408,99;226,77;1,80;0,83;73404,00;304,33;0,75;0,99;0,83;0,74;0,01;0,00;0,55;1,00;CALI
72742,00;1056,48;405,37;230,50;1,76;0,82;74140,00;304,33;0,66;0,98;0,82;0,75;0,01;0,00;0,56;0,99;CALI
72772,00;1029,17;407,98;229,66;1,78;0,83;73686,00;304,39;0,79;0,99;0,86;0,75;0,01;0,00;0,56;0,99;CALI
72814,00;1044,68;404,77;232,10;1,74;0,82;74247,00;304,48;0,74;0,98;0,84;0,75;0,01;0,00;0,57;0,99;CALI
72823,00;1032,66;399,96;233,11;1,72;0,81;73910,00;304,50;0,75;0,99;0,86;0,76;0,01;0,00;0,58;0,99;CALI
72836,00;1041,01;405,72;232,13;1,75;0,82;74256,00;304,53;0,68;0,98;0,84;0,75;0,01;0,00;0,56;0,98;CALI
72839,00;1017,76;384,66;243,24;1,58;0,77;74031,00;304,53;0,75;0,98;0,88;0,79;0,01;0,00;0,63;0,99;CALI
72848,00;1037,81;398,88;235,12;1,70;0,81;74019,00;304,55;0,79;0,98;0,85;0,76;0,01;0,00;0,58;0,99;CALI
72849,00;1034,77;396,46;236,45;1,68;0,80;74297,00;304,56;0,79;0,98;0,85;0,77;0,01;0,00;0,59;0,99;CALI
72849,00;1035,20;404,14;231,20;1,75;0,82;73725,00;304,56;0,68;0,99;0,85;0,75;0,01;0,00;0,57;0,99;CALI
72854,00;1032,07;400,17;235,73;1,70;0,81;74426,00;304,57;0,76;0,98;0,86;0,76;0,01;0,00;0,58;0,98;CALI
72900,00;1053,95;412,56;228,07;1,81;0,83;74237,00;304,66;0,65;0,98;0,82;0,74;0,01;0,00;0,55;0,99;CALI
72916,00;1030,93;399,96;234,34;1,71;0,81;73985,00;304,70;0,79;0,99;0,86;0,76;0,01;0,00;0,58;0,99;CALI
72943,00;1038,42;394,69;238,02;1,66;0,80;74613,00;304,75;0,78;0,98;0,85;0,77;0,01;0,00;0,60;0,99;CALI
72948,00;1021,66;392,80;238,28;1,65;0,79;73666,00;304,76;0,77;0,99;0,88;0,78;0,01;0,00;0,60;0,99;CALI
72969,00;1047,62;407,64;230,33;1,77;0,83;73840,00;304,81;0,76;0,99;0,84;0,75;0,01;0,00;0,56;0,99;CALI
72980,00;1056,87;408,48;231,80;1,76;0,82;75011,00;304,83;0,79;0,97;0,82;0,75;0,01;0,00;0,56;0,98;CALI
72993,00;1029,35;402,34;233,39;1,72;0,81;74168,00;304,86;0,73;0,98;0,87;0,76;0,01;0,00;0,57;0,99;CALI
73020,00;1068,14;421,56;221,26;1,91;0,85;73700,00;304,91;0,65;0,99;0,80;0,72;0,01;0,00;0,52;1,00;CALI
73025,00;1052,84;401,48;234,27;1,71;0,81;74786,00;304,92;0,75;0,98;0,83;0,76;0,01;0,00;0,58;0,99;CALI
73048,00;1044,33;398,69;235,53;1,69;0,81;74193,00;304,97;0,72;0,98;0,84;0,76;0,01;0,00;0,59;0,99;CALI
73063,00;1054,21;405,83;231,64;1,75;0,82;74577,00;305,00;0,76;0,98;0,83;0,75;0,01;0,00;0,56;0,99;CALI
73065,00;1034,35;405,15;231,64;1,75;0,82;74003,00;305,01;0,67;0,99;0,86;0,75;0,01;0,00;0,57;0,99;CALI
73076,00;1043,32;407,11;230,33;1,77;0,82;73830,00;305,03;0,67;0,99;0,84;0,75;0,01;0,00;0,56;0,99;CALI
73077,00;1014,24;392,67;237,53;1,65;0,80;73629,00;305,03;0,70;0,99;0,89;0,78;0,01;0,00;0,60;1,00;CALI
73078,00;1039,64;407,68;231,44;1,76;0,82;74426,00;305,03;0,69;0,98;0,85;0,75;0,01;0,00;0,56;0,99;CALI
73106,00;1041,58;407,78;230,18;1,77;0,83;74302,00;305,09;0,79;0,98;0,85;0,75;0,01;0,00;0,56;0,99;CALI
73121,00;1051,67;406,14;232,30;1,75;0,82;74728,00;305,12;0,79;0,98;0,83;0,75;0,01;0,00;0,56;0,99;CALI
73147,00;1045,03;413,99;227,24;1,82;0,84;74156,00;305,18;0,76;0,99;0,84;0,74;0,01;0,00;0,54;0,99;CALI
73163,00;1064,87;419,72;223,08;1,88;0,85;73802,00;305,21;0,79;0,99;0,81;0,73;0,01;0,00;0,53;0,99;CALI
73178,00;1034,00;398,30;235,98;1,69;0,81;73969,00;305,24;0,74;0,99;0,86;0,77;0,01;0,00;0,59;0,99;CALI
